business_id,active,categories,review_count,business_name,stars
crVeYK71I8xHD1zt23eQpQ,TRUE,Flowers & Gifts Shopping,3,Yankee Candle Company,3
CRvVvR6aE1eWVRtzQ0UC6g,TRUE,Mexican Restaurants,48,Lulu's Taco Shop,3.5
cRwNwAGQ8Pc_orLefrwRw,TRUE,Food Burgers Ice Cream & Frozen Yogurt Diners Restaurants,77,Freddy's Frozen Custard & Steakburgers,4
CryrJRssFWwdtxEJh1WIGg,TRUE,Veterinarians Pets,3,Small Animal Clinic,2.5
CsA28RbQ_z_aZmRr8VL5kg,TRUE,Fashion Shopping Shoe Stores,3,Clarks Shoes,4.5
CscJ0RubTHofHvRJhERvXQ,TRUE,Hotels & Travel Event Planning & Services Venues & Event Spaces Hotels,12,The Dobson Ranch Inn & Resort,2.5
Cse5FvYuACIxljwaac2SZg,TRUE,Pizza Mediterranean Restaurants,42,Cave & Ives,4
CsJReJjzMNtw7ZTPCuVZYQ,FALSE,Buffets Restaurants,31,Mediterranean Buffet,2.5
CsO0gepSDPwR3Iw2qJJNdw,TRUE,Shopping Pawn Shops,5,Pawn1st,3
CSOubdSUxlgPT6GmpzbD5g,FALSE,Buffets Restaurants,3,Panda Buffet,2.5
CSoURupWEyuyzkjMOExKPg,TRUE,Restaurants Italian,103,North Fattoria Italiana,4
csP_5wtk4DEpHJq65bSsWQ,TRUE,Local Services Computers Shopping IT Services & Computer Repair,3,Data Doctors Computer Service,3
CSr0ur66eNbIskCyUGdHg,FALSE,Delis Sandwiches Restaurants,14,New York NY Fresh Deli,3.5
CSuIebFIkTVELjbjxZiajA,FALSE,Music & DVDs Books Mags Music & Video Shopping,3,Metal Devastation,4.5
cSY4B9WBslxhpkJqaQLwJA,TRUE,Food Grocery,9,AlbertsonsOsco,4.5
cSYYaUTV5YUUxlLis4umaQ,TRUE,Doctors Health & Medical Podiatrists,4,East Valley Foot & Ankle Specialists,5
Ct2ioh5hZ83X2ycLSQoKbA,FALSE,TexMex Restaurants,3,Moe's Southwest Grill,2.5
cT6pMZ5bayqJfb6urGTnw,FALSE,Food Bagels,4,Bruegger's Bagels,4.5
Ctac9HGdCAABBpAL0sycHQ,FALSE,Mexican Restaurants,3,Chayo's Mexican Kitchen,3.5
CTdeHiHaWeWmAI7e3xBVg,TRUE,Lingerie Shopping Fashion,4,Belle Lacet,5
cTFq_1sAnQUb9eMZO6FlvQ,TRUE,Car Wash Automotive,17,Prestige Car Wash,1
cTirJGp4NdxpbjzBovs8Fg,TRUE,Wedding Planning Event Planning & Services,7,Tre Bella,4.5
ctJZqkw4VKVk94lyh145g,TRUE,Local Services Active Life Gyms Child Care & Day Care Fitness & Instruction,7,Tempe Family YMCA,3.5
cTqTMukpW3nck7_7z2pbuQ,FALSE,Burgers Restaurants,5,Cheeburger Cheeburger,3
CTSuvTp8ymqtrM2t0lwAOA,TRUE,Active Life Parks,22,Lost Dutchman State Park,4.5
CTThyHPgQ6_gG_5rgRA7A,TRUE,Plumbing Home Services Heating & Air Conditioning/HVAC,5,Empire Plumbing Corporation,3
cTyBfWfmgL3vgRetyfmtyA,TRUE,Bars Restaurants American (Traditional) Sports Bars Nightlife,10,Sport Peppers Grill,2.5
Ct_Q9oB95Jm5c14seAFFuQ,TRUE,Nutritionists Health & Medical Physical Therapy Chiropractors,3,Total Lifestyle Chiropratic,5
cT_rocMh92B9t62Disp6gA,TRUE,Thai Restaurants,125,Thai Rama,3.5
cU3MnzrMLQnYXcNLlats3A,TRUE,Hair Salons Beauty & Spas,3,Hair Affair,5
cU6u5Plu0fD2fIvLig7z1Q,FALSE,American (Traditional) Restaurants,9,Corbin's Bar & Grill,2.5
cUaaIk_3UdeSJ54CLvrW8A,TRUE,Pizza Restaurants,60,Slices Pizza,3.5
Cuea3kWprROWMo14gCUzTw,FALSE,Food Coffee & Tea,8,Lollicup Coffee & Tea,2.5
CUISGDqI5ZRIGXH9EgpFMw,TRUE,Pizza Restaurants,6,Francisco's Brick Pizza & Pitas,2.5
cuLVubarNFQ7VjpT5k7DEQ,TRUE,Sandwiches Vegan Restaurants,3,D'Lish Cafe,5
cuMMU10KaD0cZ2WdK5XC1A,TRUE,Buffets Restaurants,12,Old Country Buffet,3.5
cUNT9lfSbY8VLsV5YRP0Q,TRUE,Shopping Nurseries & Gardening Home & Garden,4,Whitfill Nursery,5
CUQ0MzgQu4LmDakmBQKfLQ,TRUE,Car Stereo Installation Automotive,4,Arizona Sound,4.5
cuxqnMMmbBV0iE2KJJy60Q,TRUE,Restaurants,4,A A Wok,3
CuyNmwDOLeMTrbv2c6rNxA,TRUE,Mexican Restaurants,38,Rosita's Fine Mexican Food,3.5
CV4DDFG6tIIehzaWPXK4g,TRUE,Bakeries Food Breakfast & Brunch Restaurants,54,Wildflower Bread Company,4
Cv4kZH9zN0wpN2Drn0qkLg,TRUE,TexMex Restaurants,31,Chipotle Mexican Grill,4
cvAOvCjg2E2aGuWbpMTbwQ,TRUE,,4,Lowe's Home Improvement Warehouse of Goodyear,3
CVBYF1AMlrZbScRXX8d6XQ,FALSE,Restaurants Pizza Italian,13,Nick's at Grayhawk,3.5
cvb__rYMkj4BMhC3p_FB3Q,TRUE,Greek Mediterranean Restaurants,10,Olympic Flame,4
cVejKU_SrdbvzIbQ4oPV0A,TRUE,Mexican Restaurants,189,Mi Patio Mexican Restaurant,4
CvJNcUtmNubDF8UmuduNXg,TRUE,Pizza Buffets Restaurants,4,Peter Piper Pizza,2.5
CVkUxfuLx5AGLI6eDFU4RA,TRUE,Music Venues Arts & Entertainment Event Planning & Services Venues & Event Spaces Nightlife,28,MADCAP Theaters,4
CVk_Jk7vU9JlPU_fArQqA,TRUE,Food Grocery,8,Fry's Food Stores of Arizona,4
CvldwdURDzZk3cAlcW3uw,TRUE,Hotels & Travel Event Planning & Services Hotels,3,Motel 6,1
CvoAB3wTchy9j8CE1eEVWg,TRUE,Local Services Shipping Centers,3,PostNet,5
CVp1BFI5gpXqo31C6Lwkjw,TRUE,Food Coffee & Tea,5,Starbucks,3
cvQ1wNSFaBTzrxB5fMLc3Q,TRUE,Hotels & Travel Event Planning & Services Venues & Event Spaces Hotels,7,Holiday Inn,2.5
CvRGjwCsrQs1DYYL3z8R7g,TRUE,American (Traditional) Restaurants,76,Rainforest Cafe,2.5
Cvs4FOqtYH1R4Qhiq4PgpQ,TRUE,Diners Restaurants,3,Jenny's Diner,3.5
CvUiIs8x_Um5LjzA0t9wGA,TRUE,Shopping Wigs,3,Wigs Amor,3.5
Cw25B1htHEkowcDMzZg,TRUE,Active Life Skating Rinks Arts & Entertainment Stadiums & Arenas Amateur Sports Teams,5,Polar Ice Gilbert,3
cW3shiA8fDGRpsAUDsL1Xg,TRUE,Active Life Tennis,4,Surprise Tennis and Racquet Complex,4.5
cWBqZThx4RWNzPJbJ_oXOg,TRUE,Fast Food Restaurants,19,ChickFilA,3.5
cWk5qFGw9I1KlG35fmMYw,TRUE,Tires Automotive Oil Change Stations,8,Fletcher's Tire & Auto Service,1.5
cWMQYEsbKyPlZfj85ukCyA,TRUE,Hotels & Travel Car Rental,9,Sixt Rent A Car,3
cWnISQaO33CwpQRPcq6nIg,TRUE,Photographers Event Planning & Services,7,Le Boudoir Studio,5
CWoXwnoxdFihXB1KhH9goA,TRUE,Skin Care Day Spas Massage Beauty & Spas,22,Massage Envy Camelback,3.5
cwXlbuifzbdn5ITys6B6BA,TRUE,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,4,Walgreens,3.5
cwyAZ52cV60eNiFjWCMQ,TRUE,Fast Food Restaurants,5,McDonald's,1.5
cWzUgQlLgStA1GfEhbDIKA,TRUE,Flowers & Gifts Shopping,5,Do Me A Favor,4.5
cX0BRezhCTmpkK8_lwWAw,TRUE,Auto Repair Automotive Tires Oil Change Stations,4,Sears Auto Center,2.5
CXBKnrwlvk6xqFQtEqU1BQ,TRUE,Automotive Auto Parts & Supplies,3,O'Reilly Auto Parts,4
CxeEW32ufIL3k4fMW1Zg3Q,TRUE,Hotels & Travel Tours,4,Scottsdale Segway Tours,5
cxez_hELhwSkHHj9VwL_Hw,TRUE,Auto Repair Automotive Oil Change Stations,5,Jiffy Lube,3.5
CXHnDc0HW6pqgbs6fhj7g,TRUE,Arts & Crafts Shopping,6,Michaels,3
CXi1eCpVyCEurQ7p1fTsA,TRUE,Home Services Real Estate Apartments,12,Roosevelt Square Apartments,2
CXlwVtncBfnG2Xi7wBCow,TRUE,Active Life Playgrounds,5,Toy Town Play Center,4.5
CXnnprQt8w2b2DVRvvWNYw,TRUE,Children's Clothing Fashion Shopping,3,Carters Childwear,4
cxNssAOXk9N6McTeD0LwiQ,TRUE,Arts & Crafts Shopping,11,Michaels Arts & Crafts,3
CxpPnwMEGzSus0bTA0h7pw,TRUE,Auto Repair Automotive,3,Loud Pedal Motorsports,3.5
cxShXLGuI24Xow5YhjFb5Q,TRUE,Food Grocery,3,Walmart Neighborhood Market Store,3.5
cXxfHY11Se8rFHkkUeaUg,TRUE,Bars American (Traditional) Burgers Nightlife Sports Bars Restaurants,42,16th Street Sports Bar and Grill,3.5
cXykQLP4Sr3tNii8kzckg,TRUE,Food Burgers American (Traditional) Ice Cream & Frozen Yogurt Restaurants,20,Culver's,4
cY4R1DvFA5iuM07D11pWQ,TRUE,Automotive Car Dealers,12,Carmax,4
cY96WnOapNKQBt9wwc1DA,TRUE,Shopping Eyewear & Opticians,5,LensCrafters,3
CycfCC0OLvTjG3Eks8D1og,TRUE,GlutenFree Asian Fusion Chinese Restaurants,75,P.F. Chang's China Bistro,3.5
CYC_LaZ92tAZeZ7qTpdrmQ,TRUE,Food,5,Safeway,3.5
Cyd1Pzo6mJ2xfMExtsi9xw,TRUE,Doctors Health & Medical Family Practice Urgent Care,16,Urgent Care Extra,4
CYiVF2WoRrfrda5f8K8urw,TRUE,Beauty & Spas Nail Salons,4,Tammy Pro Nails,3.5
CYMG5AsrhkhUPro2c6NSUA,TRUE,Hotels & Travel Event Planning & Services Hotels,5,Extended Stay America,3
CYsfoFgvCyndNNnCn3NH_A,TRUE,Shades & Blinds Home Services,5,CC Sunscreens,4.5
cYvfynvj9arUMgjUuGxExg,TRUE,Food Grocery Convenience Stores,9,99 Cents Only,4.5
cyxnQ6EocFbAENe7nRwx4Q,TRUE,American (New) Restaurants,7,Mercer's Restaurant,4
Cz0McL5lUaihqOIw0_Yo7w,TRUE,Breakfast & Brunch Restaurants,105,Over Easy,3.5
CZBYYCb4xBwNlSIYNc6Eiw,TRUE,Active Life Hiking,8,Siphon Draw Trail inc. Flatiron Superstition Mountain,5
CZCDusV1kumHM7cO8CFqBQ,TRUE,Nightlife,3,The Other Room,3.5
czOxS1z2MGzPXNP3W1d0Yw,TRUE,Hotels & Travel Event Planning & Services Hotels,18,Hilton Garden Inn Scottsdale,3.5
cZQAS9sdTBaME7zh49cyDQ,TRUE,Shopping Office Equipment,4,Staples,3.5
C_3j5s9p9JsMuP8xq0tDg,TRUE,Event Planning & Services Bars Sports Bars Party & Event Planning Nightlife,3,Terrace Restaurant,4
c_4bwbJfdPF0y6YEmssBkg,TRUE,Post Offices Public Services & Government,11,United States Postal Office,3
c_AqluyaDjfouN4rqM1Cw,TRUE,Beauty & Spas Nail Salons,7,Cute Nails,4
C_eWAEOvkHZ_IZYGwjtpmg,TRUE,Bars Steakhouses Nightlife Restaurants,81,Saddle Ranch Chop House,3.5
c_Hgu6zirKI2l71TAhrTRQ,TRUE,Local Flavor,17,Scottsdale Waterfront,2.5
c_KCkip1V3zbYR81GAk6xg,TRUE,Hair Salons Beauty & Spas,4,Ming Hair Salon,4.5
C_KNnklWpDle6mioOPwTJw,TRUE,Pizza Restaurants,6,Grande Pizza,3
c_PhRjEIA2jRAvWDWsn4Vg,TRUE,Doctors Health & Medical,3,Arcadia Family Clinic,2.5
D4CJpsKDji6TYHq5A6UYA,TRUE,Shopping Optometrists Health & Medical Eyewear & Opticians,5,Ocotillo Eyecare,4
dEaGpwrCuJ_Ubme9rC7A,TRUE,Food Grocery,3,Fry's Marketplace Stores,4
Dv8rgO9NJBz6hC_ZwHvOw,TRUE,Doctors Health & Medical Family Practice,3,Copper Basin Family Medicine,3.5
dwxvpytpGuvSp8w1M4FzA,TRUE,Hardware Stores Building Supplies Shopping Home Services Home & Garden,15,Lowe's,3.5
dYNxMKL6ZhkiRhfUPxKHg,FALSE,Thai Asian Fusion Restaurants,17,Thai Chef's Bistro,3.5
D09yG6Z3gcsh24Qn7Y4gYA,TRUE,Mexican Restaurants,44,Chico's Tacos,3
D0IB17N66FiyYDCzTlAI4A,TRUE,Soul Food Cajun/Creole Fast Food Restaurants,5,Popeye's Chicken & Biscuits,4
D0imBXgnXCiSdn822_uguA,TRUE,Doctors Health & Medical Family Practice Chiropractors,3,Deseret Family Medicine,3.5
d0JDQRtE8YQduEm_IAVtnw,TRUE,,4,Goodwill of Central Arizona,3.5
D0K0F0RREGO8LeW16IlZlQ,TRUE,Hair Salons Beauty & Spas,3,Tanglez Salon,5
D0tHnskAgaRjCBdoXVev_g,TRUE,Cajun/Creole Fast Food Southern Restaurants,9,Popeyes Chicken & Biscuits,4
D0WE1MX08WWkXifDGifkA,TRUE,Gastropubs Restaurants,7,Nosh Arizona,4.5
D0yhODS_OzXSI0W4tQoqdQ,FALSE,Shopping Toy Stores,46,Red Hot Robot,4.5
D1T1jtCfTfXDcQE3QViow,TRUE,Breakfast & Brunch Diners Restaurants,126,Joe's Diner,4
D1yvWQGnKam_zu_2BZLUVQ,TRUE,Automotive Car Dealers,4,Robert Horne Ford,5
d2AeNB4xw67E1Bzpo1Pm7Q,TRUE,Bakeries Food Mexican Restaurants,28,Azteca Bakery & Mexican Fast Food,4
d2CqQ7OZ5m1XtcuPAnMhpg,TRUE,Hotels & Travel Travel Services,4,STA Travel,2
D2Df5ViPfUCcKWsfCzSWCw,TRUE,Beauty & Spas Nail Salons,15,US Nails Salon,3.5
D2hBJ_k4YqP1gIrjDlVRIA,TRUE,Local Services Shipping Centers,3,The UPS Store,4.5
D2irSfSyHdZlsLpvflmFYA,TRUE,Japanese Restaurants,9,K Sushi Bar and Grill,2.5
D2WAqCvus0s8O0R2LuhCrA,TRUE,Delis Restaurants,4,Schlotzsky's Deli,3.5
D312YvSd7vyD97Sv6zgjWQ,TRUE,Women's Clothing Fashion Shopping Accessories,6,Ruby Boutique,4
d3MxUXS1b6U2P_gGuCO1A,FALSE,Asian Fusion Restaurants,251,Sens Asian Tapas & Sake Bar,4
d4PiJfqs_ChKyWuoa0_Q,TRUE,Sandwiches Restaurants,4,Sub Zone,4.5
d46lb8HkDXYfKSmYyyMqJg,TRUE,Health & Medical Dentists General Dentistry,6,Mosaic Dentistry,5
d47eCbPAEWha4KHmjMB_Ew,TRUE,Pizza Restaurants,4,Hungry Howie's Pizza,3.5
d4ecQNQTYDW5nH6r8z4tcg,TRUE,Food Specialty Food,3,Belinda's Pickles,4.5
d4GSh1BalxvQCU7zLe6Lzw,TRUE,Food Shopping Drugstores,6,Fry's Food & Drug Stores & Fry's Marketplace,3.5
d4SBAjHQ6jCfd8mqjF4jQA,TRUE,Food Convenience Stores,3,Quik Trip,3.5
d52zgS0o940WUCKnNiKw,TRUE,Mexican Restaurants,259,Carolina's Mexican Food,4
D5xdl1REXFeix3y1unXLw,TRUE,Shopping Nurseries & Gardening Home & Garden,3,Grotown Horticulture Supply,4.5
d633ssiPu4AWyVvTkpw0ag,TRUE,Hotels & Travel Public Transportation Transportation,3,Valley Metro Light Roosevelt Station,4.5
d6CUe9LjkFFqYtt7WuW5Lg,TRUE,Mexican Restaurants,29,La Parrilla Suiza,3.5
d73gYu52CWt24RAGUy9Ow,TRUE,Barbers Beauty & Spas,6,Ray's Asu Barber Shop,4
d7AGrZaeU6eHsdS_V1RcAw,TRUE,Bars Sports Bars Nightlife,3,Big Nixx Nightclub,1.5
D7FD6pRaSlP8cAdnGtUXaQ,TRUE,Children's Clothing Fashion Shopping Baby Gear & Furniture,3,Baby BoutiqueCrismons,4
D7hnZ397ZTxWqx6EvpAO9Q,TRUE,Active Life Health & Medical Yoga Physical Therapy Fitness & Instruction,35,Bikram Yoga Tempe,4.5
D7LmOcHWgGLmY7bPrc4H7g,TRUE,Shopping Drugstores,3,Cvs Pharmacy,4
D7uAJToqGk1hQxfZDO5ijg,TRUE,Bars American (Traditional) Nightlife Restaurants,6,Belvedere American Bar & Grill,3.5
d7V3ykQHqChv0KtXEanKLw,TRUE,Food American (Traditional) Breweries Restaurants,60,Rock Bottom Restaurant & Brewery,3
d7_jkx0VPx3uHsUl18iHMQ,TRUE,Active Life Yoga Fitness & Instruction,19,Hegel Yoga,5
d83_qJwcOYOojQsapu1Z4A,FALSE,Breakfast & Brunch Restaurants,41,Tiny's Country Cafe,4
d87fxJ47AzTlREZCnUmaFA,TRUE,Coffee & Tea Food Cafes Chocolatiers & Shops Specialty Food Restaurants,10,Rayner's Chocolate & Coffee Shop,5
d8TYUlRl_YSlZo74qy9hXw,TRUE,Tobacco Shops Shopping,4,It's All Goodz,3.5
D8zX_x3yO1xDHdIt3p6qMQ,FALSE,Hair Salons Shopping Cosmetics & Beauty Supply Beauty & Spas,4,The Body Shop,4.5
d90IW8fB5dKxhvr6H3uKbQ,TRUE,Tobacco Shops Shopping,5,High Maintenance Smoke Shop,3.5
D9R9T49gZGAN5PFvWZwksA,TRUE,Musical Instruments & Teachers Shopping,3,Naked Dave's Music,2.5
d9rN62lwZ_uZ6LfXBjcMqw,TRUE,Churches Religious Organizations,3,Redemption Church,3.5
d9_yIveVkW7EryyVensD8w,TRUE,Burgers Hot Dogs Restaurants,3,La Pasadita Hot Dogs,4
da4sxvGynhpDOGiBtbMYxA,TRUE,Colleges & Universities Education,6,Grand Canyon University,3.5
dA64XqxzgKiDx_PAV30HQ,TRUE,Food Juice Bars & Smoothies Restaurants,3,Keva Juice,3
DA6BONQOMf1aIaAKKatvgw,TRUE,Home Services Real Estate Apartments,4,The Palladium,3
DAAEXhSScuMAPKbZlY17LQ,FALSE,Restaurants Pizza Italian,5,Gennaro's,2.5
daComt_TaMsSan7bI9pPcA,TRUE,Local Services Dry Cleaning & Laundry,5,Oxford Cleaners,4.5
DacThWipWrCvx0jIelNGw,TRUE,Chinese Restaurants,31,Great Wall Chinese Restaurant,4
DAiOZrqXvO8C9a4q5L8NQ,TRUE,Thrift Stores Shopping,10,Goodwill,4
dAJC97pUsxa1SucwFQE07A,TRUE,Arts & Entertainment Cinema,42,AMC Desert Ridge 18,3
dajwInsYeaIsRLY6vd6Zzw,TRUE,Mexican Restaurants,3,Taco Bell,3
dALQVAx5qdF3FJzT32ELg,TRUE,Bakeries Food Filipino Restaurants,9,Heavenly Bakeshop and Catering,3.5
DAOoaurZxekzu5ZrYAT8gA,TRUE,,18,Cost Plus World Market,4.5
daOSvCOeKfaUvzwZ0q_fBA,TRUE,Landscaping Home Services,5,Macias Landscaping,5
DaQJ7ykf8MkEWrIYA_9J7Q,TRUE,Beauty & Spas Nail Salons,3,Pro Ten Nails,3
daRU7H7lpbJ2xe3AO21Aw,TRUE,Hotels & Travel Event Planning & Services Hotels,13,Days Inn,2
DaTYEiYkOioG9ZyJrCxpQ,TRUE,Food Coffee & Tea,5,Starbucks,3.5
DaX21p1qpA1tL6vFpfR6Bw,TRUE,Food Grocery,6,Safeway,3
daybz5OrNiTuCrLv_ukYzg,FALSE,Food Ice Cream & Frozen Yogurt Creperies Sandwiches Restaurants,3,Melt Gelato and Crepe Cafe,3.5
dB8_d0PBw2XH3jpbI19zTg,TRUE,Barbeque Restaurants,3,Barbeques Galore,2
dbh72sNyNeHUgJqQye9Vbg,TRUE,Breakfast & Brunch American (Traditional) Sandwiches Restaurants,22,Village Inn,3.5
DbI6ezKctN4Z5SV7LvG4Sg,TRUE,Food Grocery,17,Fresh & Easy Neighborhood Market,4.5
dBMd0f09nJCHURtmGHQPIQ,FALSE,Mexican Restaurants,4,Tortas El G?ero,4.5
DBoebGeuz91QAP3tSFYs6w,TRUE,Sandwiches Restaurants,41,Capriotti's Sandwich Shop,4
dBpi9I3JKQei2elBHYHUTQ,TRUE,Sandwiches Restaurants,3,Jersey Mike's Subs,4
dbSYJm4fW4LimtmvRgPfBg,TRUE,Active Life Specialty Schools Education Swimming Lessons/Schools Fitness & Instruction,4,Hubbard Family Swim School,4.5
dbXi2Ebw8y8W2qBtbDHXxQ,TRUE,Skin Care Day Spas Hair Removal Beauty & Spas,4,La Bonne Vie Skin Studio,5
dBYmZ_HzQg61iZ7oeSHPiQ,TRUE,Shopping Eyewear & Opticians,3,Sherwin Optical,3.5
dC6rDLGRoch_DOZk5kLkWw,TRUE,Food Health Markets Grocery Specialty Food,54,Whole Foods Market,3.5
DC77ROlgfnpxQNFKQbbpnw,TRUE,Building Supplies Home Services,19,The Home Depot,3.5
dcd3C1gWvvVdQ9XYV8Ubw,TRUE,Pizza Restaurants,287,Grimaldi's Pizzeria,4
dCjIsHdcIoOmfMt7qqZJA,TRUE,Buffets Chinese Restaurants,5,Chinese Gourmet Buffet,2.5
DcML4f7oib19ed67Ruv6w,TRUE,Department Stores Fashion Shopping Drugstores,10,Target Stores,4
dcoYWEAfQhOlmQPFqgAJow,TRUE,Hair Salons Beauty & Spas,3,Off Camber Studios,5
DcrM4hwDcU2G6vuh2cnaYQ,TRUE,American (New) Restaurants,269,NOCA,4
Dcs_jLOlNXd96LarVInFgg,TRUE,Fast Food Mexican Restaurants,5,Federico's Mexican Food,3.5
dcv4ZNdur0Ag7jZvPOlcrQ,TRUE,Pet Services Pet Groomers Pet Boarding/Pet Sitting Pets,4,Pudgy Pup,5
DCzXK6bKbX4VbJNKRQqEQ,TRUE,Local Services Dry Cleaning & Laundry,5,Regency Cleaners,1
dD2xiLM1_5Vg0pMvMIPZww,TRUE,Mexican Restaurants,6,Baja Fresh Mexican Grill Mexican Grill,2
DDg0jSO9C8_FdOIcEq4dDg,TRUE,Food Desserts Bakeries,4,Pie Snob,5
DDnmNTvIIQu2t3WZ2EQxw,TRUE,American (Traditional) Mexican Restaurants,139,Sierra Bonita Grill,4
Ddsln32ruA7hq_0ksaNZA,TRUE,Mexican Restaurants,19,Julioberto's,3.5
ddtUYvKrKNcM070m4c3lKA,TRUE,Food Restaurants,3,Wendy's Old Fashioned Hamburgers,2.5
DdVbzqR0z3NisbPupv4IJw,TRUE,Food Grocery Shopping Drugstores,3,Fry's Food Store,3.5
De5urGVv1kkiKVJ9bvlQ6w,TRUE,Food Convenience Stores,4,Circle K Stores,5
DE8UVNCCpOE0vTAbGaMoeQ,TRUE,Delis Sandwiches Restaurants,57,Romanelli's Deli & Bakery,4.5
DeAnVirgOxQnI36V1W158A,TRUE,Mexican Restaurants,63,Juan's Authentic Mexican Food,4
dec2TzjQ1skgmugHKJyLwQ,TRUE,Burgers Restaurants,27,In N Out Burger,4
DEjfw0N2bHI0pOEUb8LQg,TRUE,Tires Automotive,5,Discount Tire,4
demKE9oSJgEspJ6k8lTCw,TRUE,Auto Repair Automotive,5,Tuning Gruppe,5
DenHJrZjIZWsy1_PeAG9g,FALSE,Food Bars Breweries Nightlife Lounges,8,Old World Brewery,3.5
DENQD7OTKne29w4KCSoQ1g,TRUE,Food Grocery,5,Bashas,3
DeQYrkqtcglnJXhlOwOWDA,TRUE,Food Juice Bars & Smoothies,4,Juice It Up!,4
DEr2k9GGyhF2LOU1iDl7Bw,TRUE,Shopping Nurseries & Gardening Home & Garden,5,A & P Nurseries & Lawn Mower Shop,4.5
DerMAlq9JZbqMuD0ZwbaSg,TRUE,Food Donuts,9,Rainbow Donuts Cafe and Deli,4
dewnPfAHpQzFqI5g7wVGA,TRUE,Oil Change Stations Automotive,4,Jiffy Lube,3
dewq6aevfoNFvJBqM7PG5A,TRUE,Food Coffee & Tea,77,Gold Bar Espresso,3.5
dF6Ryjm5TV2J6eXBd9RBZg,TRUE,Food Ice Cream & Frozen Yogurt,8,Cold Stone Creamery,2
dfbvYUE3l6CQjvC3rbu7g,TRUE,Shopping Eyewear & Opticians,8,Lesco Optique,5
dFi7mkN0PBoFYt1untE3OA,TRUE,Used Vintage & Consignment Fashion Shopping,5,Eclectic Monkey Emporium,3.5
DfJRq4pqowfdTB4iTAENjQ,TRUE,Pizza Restaurants,30,Vito's Pizza,4
DflKgFbxt9VuqjSoI21XFQ,TRUE,,3,Dryer Vent Doctor,5
DfmwPevePjeAsfY8RM51QQ,TRUE,Beauty & Spas Nail Salons,3,Smiley Nail,2.5
dFmzvKqtIBF7iHJdRsIMbQ,TRUE,Beauty & Spas Health & Medical Laser Hair Removal Hair Removal Medical Spas,5,AZ Laser & Skin Rejuvenation Center,2.5
DFRXglX1d9AMxghawyVEQg,TRUE,Home Services Contractors,3,Arizona Fire & Water Restoration,5
dG7KLQ1a584wI5jSADIPIg,TRUE,Pizza Restaurants,53,Florencia Pizza Bistro,4
dGcVT0WGenhh8Np76ta6AA,TRUE,Breakfast & Brunch Restaurants,47,Cracker Barrel Old Country Store,3.5
DgOAOO10ibNDSX7S_7L1Ag,TRUE,Used Vintage & Consignment Fashion Shopping Maternity Wear,35,My Sister's Closet,3.5
dGp5V3aG5qw2RJI8tC3tBQ,TRUE,Japanese Restaurants,10,Yogi's Grill,4
DGtOkc0KNTyK8rDkmsPNYw,TRUE,Steakhouses Restaurants,91,The Keg Steakhouse & Bar,4
DhjKrXlivowMGDtfD_gug,FALSE,Mediterranean Sandwiches Restaurants,27,The Pita Pit,3
DH13jVaIWYSf5wIg6Em_A,TRUE,Food Specialty Food,5,Raspados Neza,5
dH3E5EBlXU5s2Ev86iv3Cg,TRUE,Children's Clothing Department Stores Fashion Shopping,3,Abercrombie & Fitch,2.5
DHboHz9HqDZRTIoVnCbgXA,TRUE,Hotels & Travel Airport Shuttles Limos Transportation Public Transportation,3,Maxim Limousine,4.5
DhDCnjPyZGUN3x5WzluRTQ,TRUE,Local Services IT Services & Computer Repair,3,Computer Troubleshooters,5
dHgoX3L2AKYixgH8hmJjfA,TRUE,Food Coffee & Tea,31,One Coffee Co,4.5
DhjQHxJ9EXl2QpimjWfEg,TRUE,Event Planning & Services,3,Canyon Speedway Park,4.5
dhk7wnnmWP3Fr9rj9p39dw,TRUE,Burgers Fast Food Restaurants,3,Burger King,4.5
DHk8is9rvfnATsW1AudWQg,TRUE,Nightlife Bars Pizza Sports Bars Restaurants,113,Santisi Brothers  Pizzeria & Sports Grill,4
DHt6YEtuGWQtewpByra2sg,TRUE,Books Mags Music & Video Shopping Bookstores,7,Books,4
Dhtdds7WR_h7W1FrcdW3uA,TRUE,Restaurants Italian,8,Terra Nostra,3.5
dHtP3bxuQnJxoe4MxVOdkQ,TRUE,Hotels & Travel Event Planning & Services Hotels,5,Super 8 Motel,2
dHWEaIOAJkh3hkM0izme8w,TRUE,,4,Cruise America Motorcycle Rental & Sales,2
di2QHs2SrY0XFHcfAq_k2A,TRUE,Breakfast & Brunch Cafes Sandwiches Restaurants,32,Corner Bakery Cafe,3.5
di5qPql10Oxy1z8EmbAFMA,TRUE,Fast Food Sandwiches Restaurants,4,Subway,3
dIax4bliZgpa2vtbiDAYuQ,TRUE,Local Services Keys & Locksmiths Home Services,8,Mr Lockout LLC,5
DIEuibTyNQscPC47tbFJA,TRUE,Food Department Stores Grocery Fashion Shopping,4,WalMart,3.5
DikcS5tfbBduoaydBGZoaQ,TRUE,Health Markets Food Specialty Food,3,Wellements Llc,2
DiL46Xy45XVDSZF3krjpA,TRUE,Car Wash Automotive Auto Detailing,4,Francis & Sons Car Wash,1.5
Dim6R6ki5Z_05bk_V1htbQ,TRUE,Pizza Restaurants,12,Brother's Pizza,3
