business_id,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
8H1DwdAAgSBtwDeb2RhmA,27,38,41,34,41,43,47
8h3QGK6m5lZmIoNull8DGA,0,1,1,15,25,34,4
8HheTzFpxkOlfFxJysIMw,0,1,6,6,7,9,7
8HmSt7fRFeuH6i4yCmJQQ,0,1,0,2,1,0,1
8Hn5X1AqgmSLHRG2KgBJBg,57,69,58,79,88,83,73
8HQ8clouLGgee99KkR4vXA,20,21,24,23,61,74,37
8IKkVbylBYRruaYjFPXqtg,2,5,5,6,7,7,2
8Jj1kLJ4NKAamwE6xtQ7Fg,0,0,0,1,0,2,0
8kBhZQF85npUz_PdPqLXA,4,0,2,1,1,1,0
8KDB8MYNPlIj73jxrzVbg,1,1,1,0,4,2,0
8KSK12p77qHb4gvN6DAncg,2,2,2,0,1,2,0
8kunNClZ1AD0Rj5bDiFdrQ,20,14,14,34,24,35,19
8KXIh45r0PO4C_eJffmNNA,0,1,1,4,2,3,3
8Lf_SZFuVhOe9rrAgC_pAQ,4,3,0,3,3,2,7
8lHJm7hAlfsUNbVb3YaSMA,14,8,9,31,27,23,15
8lKiCgPn_eonn5CNsffabw,24,13,27,38,51,51,50
8lMQrVQU5iG9UA4KvcnsQ,0,0,0,0,3,4,0
8LNQ9R8sFlNpgIWMEYIvFA,0,1,0,1,0,2,0
8m08a9xJKmANwmeuR0bPA,12,15,14,14,26,38,6
8mcXktLkaY1pcEMhFuSo2w,16,27,14,15,9,31,46
8nbmu9fPdyNH0eRByCjRBg,3,2,3,5,2,6,3
8nk14Irg9PtpQLWg4peg,4,5,6,7,6,0,0
8nM_BMADIhc628ZlThRsmw,1,0,1,0,1,2,1
8nwZ6h8hu0aQ0Fw1j0ZY7w,1,2,6,3,2,1,5
8oNLKy_XfbJtqljX9XLCA,12,17,13,9,22,37,28
8oMeYOCBrtfvoRto6KBaw,0,0,0,1,0,2,0
8oxnPoOS5wQzhl5LLOm7ow,16,6,12,14,6,16,5
8p7Y0dssso7pW_ZxnFtRxQ,7,7,11,9,9,15,7
8Paw2CStKOx7C5nSYNX1A,2,5,5,3,3,2,1
8pc0HwU85IxFynFFdM7vrQ,3,2,4,4,4,0,0
8PX7wEwVX1yjq2b9iZJW9Q,1,0,2,0,1,5,4
8PYmv83XaJTioz5_ASVxA,8,4,3,6,5,10,4
8q6a5_rWBL8BNimvtZ0ag,4,1,1,3,7,4,0
8qhGW34nVmI0OFzQz0uu9A,0,0,0,1,2,1,0
8qL697NwICTc_ac026Ycw,136,125,155,153,205,386,265
8qrICL2tS2Rq7b5gxUdQwQ,11,11,16,13,20,14,16
8qTheOxu3GFfJpuTE7WTBQ,4,2,9,1,8,6,9
8r4SKAKp_ugLrmhrxDBBtg,10,4,8,8,17,5,12
8rEzGHaBgQaHT1v9nb4rNg,28,27,28,27,33,37,32
8rjJZzT_E0UWtClHV_izCQ,9,5,10,8,11,16,5
8rMSbtMFVtEien2EfFu6w,11,16,15,19,14,11,8
8SBXsNM4KCyN90r_bNFw2g,0,0,1,1,0,5,1
8SgxmzOgLUCnkuVMs2NOrQ,15,16,8,12,14,12,16
8SjO3b87uN2jXVXYNn47g,15,12,17,9,10,13,6
8SoWH_iOdZD1OvebCwJUbg,2,2,3,3,5,4,1
8SvCSiGwtaGL2Z78tRSSlQ,2,3,6,4,6,5,10
8t1wJJ1iGsIFbNzPlwCMVA,3,3,1,1,5,2,0
8t80omyflkywRfu9LPh6g,43,33,28,31,59,39,34
8T8B_xK10FuO6MBOFcVQ3w,27,29,26,32,49,26,24
8TGUK7LD3MvLWmljLb0w,6,2,4,9,7,9,5
8u4K8hAiSF9lBqN76LvOJg,0,0,14,2,14,37,11
8UC_BhTIcTDcP8OI7EtpLA,0,3,0,2,3,2,1
8UhKnPs2Jvz7vjzqYCTcWg,2,1,2,3,1,4,1
8v1MWkAeU3nEuqGd27jZeQ,18,23,10,9,20,32,15
8vxIr6bHZ_ckJ9jyxGAQw,0,0,0,0,2,3,0
8W8fwuJE5bo5qi1NxtDg,0,0,0,2,3,0,1
8W79MdW4IsQbKZWSBx3cRQ,0,0,1,0,0,3,0
8WPCqC0YyszJi7eqfSllA,1,0,1,0,2,3,1
8WQMr5QBjs0xeMPZjj3iRQ,1,1,1,1,2,2,0
8x9Mzb7gX6SEHQIlSDpU8w,40,35,37,42,110,105,56
8XmJgUy9FtOqlDOaSJsZw,3,2,0,4,5,3,4
8yxuxxKHRtyIzwE4cIVRiA,2,3,2,3,3,6,6
8z21chQa8cb7ZEiUk7yRtQ,2,3,6,12,6,10,6
8z2DkKf_FrPVNtt_5w4QsQ,4,1,0,3,0,1,2
8z6SouKgZf4a4LOf3pPKg,2,2,5,0,2,0,1
8z7NiCGUWVXjWg9rMJJ_w,0,0,3,0,0,1,1
8zF3mKbRssbJrgv6sJnMg,3,1,7,8,17,14,15
8ZGKcHe3vqw2Pil4uH7Ctg,1,0,1,2,2,1,2
8ZQc4awuK6_yvcERvczR5g,3,1,2,1,1,3,3
8ZwO9VuLDWJOXmtAdc7LXQ,16,19,17,17,56,77,37
8_c7t9_MfkExkdm0L304w,10,5,16,15,11,23,23
8_mbjbTK_Ci3DljpzdipuA,0,0,0,0,0,0,3
8_wUsDlOE8Guecq5RZZjDg,3,3,9,5,7,8,0
9cRrGH5WmZKQ_O6LtfSbw,0,12,5,11,18,24,4
9ZxAHXEMKkVnpUZ87Nf4w,9,5,13,14,20,21,12
901kK7WaszYwj0g2f4HiA,7,9,12,10,5,5,7
90aW0WuGYtD2R0RC8LwaQ,8,2,1,2,1,2,4
90AXjqb4OwrTHDKDoDUzg,49,40,56,59,78,32,27
90EMYSgCnZvW2wOH2M8j2w,0,0,2,0,0,3,0
90FMI917WPqmn_CIT31pyw,20,15,15,13,18,11,23
91bPfWMwLMDg08KDcRdVQ,10,6,14,11,33,12,13
91iKybk4E_LSl5vy0F6mkA,2,4,0,6,8,5,7
91IWybAX774ZiXzQYhRtcQ,0,0,1,2,3,3,1
91n02N35x38nvR1XHjOAw,2,5,8,7,19,16,16
91uSm9J20iRmqe7qmINs4w,3,1,4,5,8,17,7
92egMCCEc4agnH1yjultuw,6,1,7,5,17,7,3
92WbJ5Zo_9hRCoOstWEo0g,1,3,2,6,5,8,8
93XwK5DW8BpzCwBY0d6nEg,3,2,3,2,2,12,7
94uwF6nBkIW_j51T1uJRHw,4,12,17,11,12,13,10
954o54yKmtBrd_F3EynwNA,0,0,0,1,0,2,0
95eyb4Sk3OxB1SNZRstycQ,1,3,1,1,0,2,1
97AFYADGuOJXmx8YPFZpg,1,3,1,4,3,2,1
97Z7j4vH0kfzL10AONi4uA,5,5,6,9,8,7,11
98czkMomXdoEugMk0VnJxQ,0,1,0,1,0,1,1
98DT6eqywegPdiY8eOtt5Q,5,8,4,5,7,14,6
98MPR4i4P_uU6o7cw4qsg,0,0,0,0,0,24,0
98vwloB9dIOBdYo0uSQIaw,1,2,2,3,3,1,2
99MlOTVZx5sIbWDH1oamw,0,1,1,1,2,3,0
99SkL24ICeDSJ2LXHRUusQ,0,0,1,0,1,2,1
9abVm7KMVTc0K6HB6nCUmA,10,14,16,17,17,13,6
9AbyBqGWHYZC73GlyAuTrQ,13,24,28,26,32,24,24
9AfaZDD7RS6lJrLU5eI1g,2,1,1,0,2,1,2
9AHcq0KE451R5t723XSq8w,0,1,7,2,10,10,3
9AwAmDwjNX_WUuhSdYTKQg,0,0,1,1,0,3,0
9BH18avE46LlHMvJn67MaA,4,5,12,10,3,0,0
9BJ5h9X1krpXFjKj0a6wbg,71,67,68,71,100,193,234
9BnmL7nWKhKR0PD87WuaA,10,8,7,9,16,15,15
9BPYwkcrItZgnI9V0Cz7DQ,3,2,3,1,1,3,2
9B_rnGpDieUnMr7szjuaQg,4,3,7,2,7,8,0
9cANTUpowLc0Xly53ThAwg,3,2,4,5,2,4,3
9CaRZBhrKPDG67zcPV_yg,0,0,0,1,0,3,2
9cmq0_NV08ejfNsSgr2cQ,5,2,4,2,3,5,3
9cNDQIo6Ptp32AdK7IsJ7w,3,5,2,4,8,12,5
9CpMvT22YbeMatwPAL6gRA,9,6,3,6,7,6,14
9CqxDNPWlkJW1ZCM8Gu_nA,76,62,73,63,62,90,66
9CstkLhqS4fXT0VUgu60dA,46,30,37,14,29,8,1
9dJ9U8T0YZZORbC_7uXK0w,1,0,0,0,1,2,0
9dn3AMdwvD2KXnTr6AJY1g,7,10,5,7,5,14,10
9dopZKjYiKwPiw7kEQsEag,5,19,12,15,33,45,47
9DsXB8T3UwBYiLPiLJJuNQ,10,18,24,17,46,30,22
9dvuzmf1oF122Y4cZepRVA,9,9,6,13,9,21,18
9dZ1Ql35BMbqoO4yebgxdQ,5,1,5,3,6,9,5
9e4DYABr1mVEw85ErdBMw,1,2,3,3,3,1,2
9edf8GeJEI0OuctuxArLyA,17,14,12,14,12,19,21
9em_vfSjwcPqQgU8ZjhzA,10,18,16,22,23,8,11
9Ep4sguv3HH_8lWyzSogjw,45,48,50,55,74,93,85
9f4cTpQh7E4HB1Tl8Hk72w,1,3,1,2,3,6,5
9FJ9A9eiss8QCJbcMpZYNQ,1,1,1,3,8,11,8
9g7IheFhBz5QL51Y0NVmrA,8,2,5,2,4,7,5
9gdQm_wucTIr57ffeT7aYA,8,15,21,15,20,49,20
9ggd0DySEZNw990JGaFSQQ,98,79,98,112,136,248,145
9H1PBcxPxicokgj8RJ4L8A,7,2,1,8,1,7,3
9H9HiF7H51MteiyXoEUQlA,11,5,14,7,17,14,26
9hFIqqQNtxlV2dpNyNXnNw,3,8,12,6,11,15,15
9HwUkbKAv7dO3MGlkkJJSg,1,3,3,2,4,12,5
9i8cBclfNEerRhX4xdbQlQ,1,0,1,2,7,4,7
9iLiMm3Z9nepRDu1AhgEoQ,2,1,2,1,1,1,3
9jBTMRNxvYyyHAlCGVO91Q,0,0,0,2,2,1,0
9Js571dTqs43mkGbjjbUfw,1,1,0,0,3,1,3
9k5OdmvTCLvYH_u8RQ3Duw,0,1,0,0,0,104,1
9kue6njdYLYArve65L0NA,4,0,0,0,1,1,0
9KWa4gOWYmkzDJjwBlenUg,3,5,6,8,6,5,6
9LDCvOLnnJ8wl2jwQ6MLQ,2,2,1,4,8,6,3
9lDZ2d6oRpFsSWwDCCDQOw,12,21,31,29,47,45,22
9LEKan0uUHR7xCHi2jlQ,1,3,2,3,1,4,5
9lWwAw9u1IVlYKbGiVOTFg,3,7,5,1,0,3,1
9m8xgUrInYfIel6U6yjg,9,11,11,13,8,3,12
9mfec4ySQpW8doGs3FUP2Q,39,42,35,46,57,75,59
9Mg5BoRu0zPfcInLUcpaA,12,8,9,9,26,26,22
9mNTkR5w47cG7gGIprT4A,2,1,2,2,4,1,0
9mpVVHcUfM3Ax1t08H79ng,4,1,0,4,1,2,2
9mQj65SmYj2pcehH339aEw,6,12,11,17,21,21,15
9mx6uFh_lSj6SOSW4fMWWg,15,13,18,31,8,15,22
9Mz0OkyaInYsOJYdXoqPg,6,20,8,14,5,0,0
9Nb0OOBSMbJ76hngCYjKuw,3,5,4,1,4,1,3
9nJi8n5l7ufJZ9PbhNJT8w,8,1,3,4,5,9,8
9NT8Ne1DICkv0ebXgVK5g,7,15,6,5,30,8,7
9ocGgALmbzTZWOS7f7SYcA,3,2,2,3,0,4,13
9OjaTv86bOYITbGhEq2XQ,0,2,4,1,1,1,0
9OPheVf5o8sRcRHxJDl4A,48,43,47,68,106,138,115
9OtcE1XTl3xeBicTU15FQ,1,2,0,0,1,0,1
9P9MqY3VVUc63qJR2iWg5A,26,26,27,14,23,11,11
9pGs5hcA13x5o97XcMt_g,7,21,9,17,13,15,2
9Qt1pt0pk2VWz0chdGkjw,11,9,10,14,11,64,101
9quEu_e1r36ck3ITuyFMQ,3,5,3,3,1,3,3
9qxRnqokwlmnRnv6baLA,5,4,6,1,5,0,2
9r5YLKGTdQz_Q29cBifePQ,16,37,10,12,31,51,28
9rm2_ReZLPm3kOUiMpb0ZQ,0,0,0,0,0,3,0
9rRSptl04yxZfHZQA8bvhA,1,2,1,3,0,0,0
9s4xL0qiZ93BLz5XTNWxXQ,1,3,3,1,3,0,0
9SKdOoDHcFoxK5ZtsgHJoA,150,64,83,58,44,52,50
9SQRKVxMDNnRWFBJgDokAw,2,3,0,0,1,0,1
9syGIeH7Xryqgp84ZnMjPA,12,10,9,6,6,15,19
9TwHfXMTJLyXsYxF3TbJw,0,0,1,1,1,0,0
9TJIYL_2CJYmm9Ye6J66w,0,0,0,1,3,1,3
9tKxZSeZ3zmr4rvDtrpR0Q,1,3,1,2,0,0,1
9tSHBEoAhKutkU8n6SKjA,12,30,31,30,49,47,26
9tzh2vfZh5a7dMCDI4g7Jg,2,0,0,1,1,0,0
9U9wBfux57bQm1wUSuviWg,6,3,1,3,3,8,0
9ucO4e2ZQeeXANqMZT67GQ,9,12,12,29,20,5,8
9uEzZvEI1QcpYQxmKWcC3Q,1,0,1,2,5,3,0
9ULGsqiGdC4g7FXHMwkhUg,0,0,1,1,0,0,1
9uLJMB5blH5yrxCFLSC56A,2,1,1,1,2,1,3
9uMnQTDD0hi_ivp_te6s4A,8,4,2,4,11,13,11
9UQItWQOtjUcD3qiFF_HZg,1,1,1,0,2,3,1
9UrMG4cn2nfIQsJlH8e2PQ,4,7,7,8,6,1,7
9VNJm4tGjxy88iqH0pXJxQ,3,1,1,1,0,2,0
9VqoZVN8iqf5UsMIwQkgDA,6,3,5,7,7,6,4
9vRFBoZbHb95zVHMTInoNg,0,0,3,4,2,0,2
9Vu9KhK2kBSMFXvxXGNg,36,39,30,36,33,30,28
9VYZA4vEKtT_SXHjZK_1Q,40,40,34,51,86,29,2
9VZ_imQjvgtpt3k6W6AQ_A,68,82,67,71,125,64,50
9W5zaqA_fdjTk127fioY0A,6,6,10,4,3,13,17
9wFOVJ0e2RttmHYlFsvU1A,10,5,5,9,5,2,4
9Woeiyx8GFIOeZ3eo_ElQ,15,9,9,7,10,11,9
9wWLF9R90BCWr6lCnj5WzQ,20,18,36,12,15,26,28
9WYW_w_CqvuCLClxFFaig,2,3,1,0,1,2,0
9x0rvR9SSX5mO1vUqx_hnQ,7,4,9,6,10,6,6
9xbQT85RGZmQKbFcDUXTQ,2,4,1,0,2,0,4
9xjzoqsGZ01kowWqBD7SNg,1,1,2,2,1,1,1
9XXsxaDFXlXO65WnuS65Q,5,8,10,10,15,16,7
9XXRokqQsjitcHuwKTA2WQ,0,3,0,1,8,4,2
9Y3aQAVITkEJYe5vLZr13w,230,196,236,219,217,189,182
9Y5kXneSwvl8TODZWQAQ,10,4,4,4,9,7,9
9YHZ0of3vwIhBW3SBPLjA,3,3,15,24,23,34,11
9yKzy9PApeiPPOUJEtnvkg,0,6,3,2,6,44,53
9YUe5J_cPCBo_mL7z9HCQ,102,153,212,236,435,483,218
9ziO3NpoNTKHvIKCBFB_fQ,23,40,42,59,70,70,31
9zJbULB6K3nbo2N5cKy9Q,0,1,3,1,3,1,0
9zJiBcKFa4F5xYwRuR1Law,11,10,11,13,9,10,10
9ZLbuJ8q5k7l3CJJeAfSg,44,56,49,53,55,30,36
A8Q15fZHKGn3dLjazNwHw,5,7,3,4,3,2,5
AJNujRgWZK7V_aAWxQgjg,0,1,1,1,3,2,0
AMebgWSjHTXi9S6tvchw,1,1,7,6,3,9,3
AZhvQa5AXSqZB3HH6TVw,1,3,1,1,0,1,3
a01JeGRdPYArzDgBLP9M5w,26,18,20,18,25,46,46
a0eg1AZESJbsUL6I3h_VsA,5,6,2,10,1,1,3
A0EZxGt3hm4mo2bTjCzJ7g,9,5,4,1,6,8,6
A0hxlYmCYYn0jX614fQw,31,20,24,20,25,39,25
A0la7oxNLEQrwFuXTugrfQ,6,1,8,4,0,3,2
a12JKFiqBVyaUfTWNaAzQQ,10,39,20,20,26,14,13
a1aFceRgC03yy3ENdynDnA,1,3,6,2,4,8,2
a1hQlsTan_m8K3eTW7BNSw,5,5,3,5,11,6,6
A26vuVTI2wwWUVKbykemEw,3,0,4,1,1,1,0
a29C6sg39V2HP_tq3m8nEw,1,2,0,0,1,0,2
A2FV9GfXrlMzMRi_Bg3URg,6,2,4,1,2,4,5
a2m6DRhE_wXZwDx5yORTPg,0,0,2,1,0,2,0
a2oECucZlj3uUQSRbzSQNQ,3,0,4,2,3,11,5
a3F3y4qOUOyPS0QcHM5Mw,9,8,9,13,28,8,2
A3xyxY_t3TwBD9EZzw,50,69,135,154,460,524,185
A43gguDSjkWYyyH7210Unw,7,7,8,5,6,16,9
a4bvXlGHgS6yUDp9YMcnZA,0,2,1,3,1,5,3
A4GZVV0M7qRokP1TC7jn4w,2,6,12,6,3,2,7
A4hIVUS7AsOFXbHxqDuKnQ,7,11,11,5,11,11,11
A4Jpwipg_Tj9X_BSe2PYFQ,0,0,0,2,0,4,0
a4o4Y8GXH7wRKXOkPP_6TA,6,5,3,4,4,2,11
A4pL6j3e6JAtblmCUF2GZA,7,5,5,6,12,22,11
a4WvaY1JYRP3nHSy90iZ_Q,5,9,10,10,13,16,11
a4wVLeSHNSHyGGbanNuCUg,0,0,0,1,1,0,1
a56tFBfDCjx_894OWhQgKA,5,3,2,1,9,11,13
a59rHQbp7YyEdI0nuKIVrg,6,5,2,10,11,5,3
A5cTCWZ2qv611Z7EQH7uMQ,18,54,22,19,30,12,13
A5J3ujymq30IZpDbXd9Gng,2,2,0,1,0,5,3
a5NFJqNPOmhoTV5JkQrww,21,28,26,25,23,17,20
a5ovPlhQkcA27FFu664xKA,3,2,3,5,1,3,5
A5V8qb8RRM5dI8cizPDhGw,1,0,1,1,4,2,1
A6OstDzflrI84EW8aILg,4,4,5,6,5,5,5
A6uIi5xvOZARZTCjF9KmsQ,9,24,19,21,24,19,38
A7A97vyr5t7e8zrkGCKndw,14,13,11,14,18,23,12
a7OF5WBirAFlVH7Xp1885g,24,25,17,10,15,35,35
A7Soqlerr3L8mNq3YuIqAA,29,20,24,25,37,32,20
a831Xt6CBJPQmPG18LBmQ,0,0,1,3,0,1,0
a86O40QjwMxqaQYo9ZBM3Q,2,3,4,0,3,3,0
A8EctoAhe3cS7tBmRAaoDA,1,0,1,0,0,1,4
A8Khz3eeqIFFGaXurg3hxw,11,13,14,33,83,109,49
A8RbfOZf9QdxU4thO7kdcg,1,0,1,0,2,1,0
a8yzGF79KcfyRye2R6wt3Q,0,10,6,3,6,3,6
A9acBFCTT87z9pXngUwN8g,4,1,54,2,2,5,3
A9d2rc3HfwExmzZ0EDGtEw,2,4,3,4,2,3,7
A9TCNsHFQvRcsZ6zOB7Xxg,3,6,1,1,2,2,7
a9Wk44qJLWoJQT_H8MBw,12,13,20,15,22,26,7
aaaL5ChxDKrWPgtdebRG7Q,1,2,0,2,2,1,1
aACW1qAdOfgcU8yX61dOFw,10,15,18,15,14,25,12
AAGO39io2Ko0fgr6BhHyQ,3,6,2,9,9,5,7
AaKlegu7gmOCD4rEESF76Q,146,82,87,58,103,184,137
AAkqVCuUGIP0gvY42_CRYA,7,4,5,3,0,2,1
Aalbsk2pFczUedpRWKUyPw,8,3,13,15,13,17,1
aAnLZbEMOrhI4_RbjntWsA,6,3,3,2,1,2,1
aApHpyUbnqBJmL_3X6UFOA,1,7,5,3,5,6,8
AaYHMYoeOt5nN32vTA_Dg,0,0,0,3,11,20,5
AB7uOYIMVc_TbIcYR8np2Q,2,0,1,2,1,1,0
ABC57h7Dh1Vy9q3cztAm5A,21,21,32,40,38,61,47
ABDl4FnMRLeSUneGh5nDLw,31,29,26,18,25,28,47
aBjgE5pLhtz4RGGRIWpGA,3,1,6,3,4,9,3
aBjWRMol58GMsRAdz2Tjw,15,12,20,12,19,38,53
ABrSt3fsirLrUYNVrD3fbQ,29,23,28,26,44,46,80
AbS4rMXc19XJJcXVZDhy7w,0,1,2,3,5,3,6
ABUqetCAtUcDLHWhpsSL3g,3,1,0,4,2,2,1
aC7_b0dymtOIoYg5Oo71g,3,7,6,12,5,0,0
aC9NkbGoMOHiN4ABxEhPBg,5,8,8,11,4,3,10
acaBJcFEKPmmSDIO6cZGQ,3,0,0,1,1,2,3
aCKntLjlMtmkYvQYXKi9Kw,12,6,7,7,16,29,25
acpeqjOAIlGA5S8Mp34Hg,0,2,1,2,0,3,0
aCwCa7QMycZInFChAGU9pQ,11,6,10,4,12,10,1
acZ2GUh3R_wcu4r3Z5tSCQ,5,2,4,3,4,3,0
aDBT5MB0L2JCUo3kqgFRJw,8,16,17,12,33,18,10
adEJYiysRmK8eDqnHP9N6A,2,7,3,2,4,5,4
aDgvxOlL69ltaOAxN4VZQ,5,3,8,3,2,2,1
aDHziRAigxuE6RIdH5csnA,1,1,0,1,2,0,0
ADJIoHN3uLxJalYl3r3Dw,13,11,17,21,35,38,28
Adjy6wjncsbWpRMo5FlbQ,9,4,7,4,8,4,1
adKyTJTRtaTP0krxLyQwQ,14,7,6,12,22,26,11
adlPWon5XMM8dJ_pw5uxDw,0,1,2,1,1,0,1
ADn_CBhbn2QU3WzFzuXvWg,3,3,2,4,3,10,5
adPVJMkRrS8_3VHQKw5qw,5,5,2,6,8,7,3
AdRlwKxtEh30Urmvi0Xk5w,9,16,14,26,12,15,15
AE7TfOrefJCI_qTvUoAezA,0,0,0,0,5,0,1
AeoJkr_dlNshB078OepP8w,5,10,16,29,16,9,8
aeRyndix1wheBlff2FBsMg,40,38,34,34,37,42,31
AeyzRrON5Ad98_gCQSDILw,1,0,1,2,3,5,4
af4lHIpd7VNYpSLxDc_ugw,1,1,2,1,2,2,1
af7ZkF4r4ywWQFQTXvsCA,26,11,17,20,16,22,17
AFD0Gl5mqxGnzVYzyMamoQ,2,1,1,4,2,1,0
AfD8WHzRVQ5FEhi7LbmCQ,1,3,4,3,4,1,1
aF_sNt6WHO4iUmlgXICYdA,0,2,2,1,1,5,3
aGaoRZay5PRieFvTK6VkmQ,12,5,12,8,20,19,14
AGar9KVq_W7YcF76avbDTw,31,32,21,25,33,53,36
AgJbkqRwre409if4fTbWQ,15,16,15,14,15,15,19
agSP4v1MznaVNrIAeL5GIQ,13,12,6,10,8,5,5
AgvP554bfq5kwp5TghvYmw,0,0,0,2,4,6,0
AgzgMJfjCsK5tdKC6FBYQ,12,13,7,10,10,11,0
AH2pJa2nfvxXkfFP1Pwaw,7,5,4,0,7,4,0
AhAU7AdwejaouE9rGNPdQ,1,5,2,2,4,3,1
AhB6sqGJYS4hqyk4Ta8vw,2,8,12,9,2,7,5
aHGcIKGitnGRco_D_I9Ag,9,6,14,9,12,12,12
ahKN6wh6z2vZsd8C7AyG5A,16,13,20,17,33,25,13
AhpzPZH3b0PGT9mVoLCQDg,65,87,90,83,152,102,87
aHUsXcN8_NzQB1ryPuFOw,9,12,5,4,6,0,1
AhVAj8F7jjMJcqKD30XwMw,11,10,12,14,5,0,0
AI16w9Hsiq9xFyUnX8x9qw,65,55,45,74,159,227,204
ai4e0PDmLLrlieV1oeo3XA,9,2,2,1,9,5,0
Aicnm12Zped8nQFXyRRFvw,1,4,7,2,8,7,5
aiFo19hI2ulx47oMdjuqfw,5,2,5,3,2,2,5
aiJP_aBRqS8e8ixdacvvJQ,0,1,0,1,2,3,0
AIM_3ESPX13J4G4ZNVOY_g,1,2,0,4,4,3,2
AIN4FSq5ZM4Il5BzXzMNXg,17,15,17,14,25,36,77
AIo3cc4r793qRPD20Kneew,4,1,3,3,3,2,4
aIpqc26pFPyEglBrs0k7EA,1,3,1,0,1,0,1
AIvForD75_FYn25egCh6dg,2,3,2,2,0,2,3
aI_RzGMU35cFL1St2HgPkw,9,10,21,13,13,5,3
aj5ul23EPfTjCK0P08k7bA,33,25,23,23,35,36,32
AjE4uMVaGP3QPCjSjIEaw,8,10,7,4,7,16,5
ajf3Myr1PKX9RaLS_Ukc8A,1,1,0,0,0,1,1
AjHhlZJ7FSp7l6f2OBm3bQ,1,0,2,0,0,1,4
ajQhxTUPqp6KES4B9SNzIQ,5,1,3,3,5,4,9
aJtK7kfK2v7wfuD0a2UfOw,0,1,0,0,1,2,0
ajvIamc7FSXEE9ifM0GSRA,5,0,5,4,5,6,6
AK2oVi1ppr19mWpNkyTs8A,2,4,2,1,2,4,3
AKafsnCBWsk8sfG3dER5Q,76,119,100,89,70,86,50
akCEmlqxFOTpn2oxSPDLkA,86,78,72,82,124,159,115
aKm3gRYlHtl5LysdGimag,2,5,0,3,2,4,5
Aknguu67O9YtdmZsdR6ZZQ,1,0,0,1,2,1,0
AkOruz5CrCxUmXe1p_WoRg,49,61,78,60,113,105,110
aljaT41Exv3SBrQrODdiYw,0,1,1,0,1,1,2
aLKQpJ0tBBAq3fvDxZZNNw,6,6,7,6,6,12,6
AlksaJXH23qvwQo0Id23WA,2,1,1,1,0,1,0
ALlmKKpKYM6waOC7IX_l_w,5,5,6,1,5,1,0
AlspsoZqH1LGCIBgnCAEuQ,0,4,4,1,9,4,8
aLZoFhOmDtonrWJzUzh8TA,12,6,16,10,7,2,3
amIKbXtk8TCoySw_xBjFKg,6,6,5,5,7,16,4
amQir2cEG2MV625L0dE8aQ,23,25,13,21,18,12,0
aMsEP51zdkdJpG7so9zmzQ,1,6,5,7,6,5,6
AMwrIwwaamJ2l3Z8yce6Q,16,18,23,16,31,33,30
Ane4XcpP7aWzhjd8SGiciQ,17,24,16,19,24,21,33
AnjC5W7LGM5tzGW0oVwDNg,1,0,1,1,0,10,0
aNlPj3bFJBK69J0OLksAGw,25,15,19,21,21,21,8
AnqXhbdkHHimMBR3UMS1Jw,2,4,4,1,4,3,5
AN_Pw_UTCkaforMtYJtEDw,12,4,6,6,4,12,9
AOs6ht21TfAIkPPPS1L4g,2,1,1,1,3,2,0
Ao57uER6nnpa2KULpZDFrg,1,1,0,3,1,4,2
AoCIswBSDMPvTsmvT3QJUA,1,4,3,4,4,6,12
AOcseVHEE1_m6kdc__b2MQ,1,0,2,1,1,2,1
AoJUauqYx9rjBPouocdFjg,21,33,36,15,27,37,55
AOkiOQ0UtHioEOiYnUPw,18,16,11,14,13,5,0
AoO0FJyUm01lmIJJTcPWEQ,5,4,2,10,11,17,13
aOR_hDxXsnU6bgVcJ3uXw,5,3,4,6,12,10,1
aozcOaCMwOHG8slbZ6_gA,11,7,7,8,16,8,8
aoZELXMGVGrAfUq4fiFGg,17,27,23,26,20,12,14
aO_3R3GnxhzCf0_PsyRJ6Q,6,6,7,6,15,12,11
apCfJVnRyaw6oVUBKujpUQ,34,11,26,22,28,41,38
ApdZu7kZT1_TXsAVdSibHA,0,0,0,1,1,4,1
apEc_VODyZJ9G3cvS_k2gw,0,0,2,1,2,0,1
apEkYsUz31lI3tcJoC4HbA,4,5,6,3,13,13,6
APgL23vh7f7H_wAGTl57xQ,5,3,3,4,15,13,6
ApN_f85W091Ufxq4_qYUzw,2,0,1,0,3,1,2
ApUCpJ9aa6yVgsde16gYrg,8,11,14,13,10,15,25
aQ5l9ujrXTlqc7R3XAbePQ,1,3,3,3,1,0,0
Aq6lSh0dfAYMsLoJf17BJQ,65,61,67,67,64,18,30
AqbgC7Gul5Es1rRzGNLDFA,63,93,95,89,124,130,97
AqdFUHo_is8NfBh_n7tlHg,7,1,3,3,1,3,1
aqoRViIivCPW4uOlyBvuWQ,1,16,1,0,3,4,3
AqyWhBxfiXTmVkMqJFLeLA,11,5,9,8,12,17,11
ar90fbRbQtiyZLtwjwwXUg,9,8,21,21,22,13,1
aRaQRMexkjxQQbdTnpoQ,3,4,1,5,2,2,2
ArjchfGWpXf3R8Ly9s52Fg,6,4,5,1,4,5,1
aRkYtXfmEKYGeTDf_qUsw,245,221,244,230,304,340,333
arqTt6XNdl3XJbTGm215OA,3,1,0,1,1,1,1
ARtxGEA68ZJAqqXpl4yH5Q,3,0,3,5,7,3,1
